,Name,Address,Age,Type,Area1,Area2,Rooms,FloorNum,Tags,Price
6726,貴德街旁稀有華廈,台北市大同區環河北路一段,42.5年,華廈,建坪 52.83,主+陽 40.01,3房2廳2衛,4樓/7樓,"['有裝潢', '前後陽台', '有陽台']","2,588"
6727,大安森林公園車位,台北市大安區新生南路一段,12.9年,單售車位,建坪 8.64,主+陽 --,0衛,-1樓/6樓,"['有裝潢', '近公園', '近捷運']",190
6728,信義１０１大一樓國泰六村-A區,台北市信義區信義路六段,42.1年,辦公/公寓,建坪 27.21,主+陽 --,1廳1衛,1樓/5樓,"['有裝潢', '前後陽台', '有陽台']","3,280"
6729,富康街黃金屋,台北市南港區富康街,47.2年,公寓,建坪 35.38,主+陽 35.39,3房2廳2衛,4樓/4樓,"['有裝潢', '有陽台', '廁所開窗']","2,280"
6730,近捷運庭院一樓,台北市松山區南京東路五段,37.0年,華廈/辦公,建坪 42.77,主+陽 --,2房2廳1衛,1樓/7樓,"['前後陽台', '有陽台', '廁所開窗']","5,580"
6731,晶麒２０樓美裝潢,台北市萬華區康定路,4.7年,大樓,建坪 32.17,主+陽 13.42,2房2廳1衛,20樓/26樓,"['有裝潢', '警衛管理', '具垃圾處理']","1,950"
6732,內湖捷運置產首選,台北市內湖區內湖路三段,40.6年,公寓,建坪 30.35,主+陽 30.35,6房6衛,5樓/5樓,"['有景觀', '前後陽台', '有陽台']","1,668"
6733,敦南美景觀附車位怡和,台北市大安區敦化南路一段,38.6年,大樓,建坪 110.48,主+陽 84.75,4房3廳4衛1室,13-14樓/14樓,"['有裝潢', '有景觀', '前後陽台']","14,800"
6734,東區地58坪透店,台北市大安區光復南路,6.1年,店面,建坪 58.64,主+陽 45.59,3廳2衛1室,1-2樓/2樓,"['有裝潢', '近公園', '近捷運']","32,000"
6735,大安森林靜巷美邸有名堂~安藤居,台北市大安區新生南路一段,13.5年,華廈,建坪 59.46,主+陽 28.92,3房2廳2衛,5樓/7樓,"['有景觀', '有陽台', '廁所開窗']","6,600"
6736,歸綏街潛力透天,台北市大同區歸綏街,96.8年,店面/別墅/透天,建坪 26.33,主+陽 --,3房1廳1衛,1-1樓/1樓,"['有裝潢', '有陽台', '廁所開窗']","5,700"
6737,國館人潮面寬金店,台北市大安區光復南路,40.7年,店面,建坪 32.86,主+陽 --,1廳1衛,1樓/7樓,"['有裝潢', '近公園', '近捷運']","9,880"
6738,內湖好卸貨辦公B,台北市內湖區行善路,12.2年,辦公,建坪 113.98,主+陽 --,2廳0衛4室,4樓/6樓,"['有裝潢', '有景觀', '警衛管理']","5,158"
6739,興安置產住辦二樓興安國宅北5棟~...,台北市中山區興安街,34.8年,辦公/店面,建坪 25.7,主+陽 --,2房1廳1衛,2樓/14樓,"['有裝潢', '警衛管理', '花園']","2,080"
6740,民生圓環人潮B1仁愛民生華廈,台北市松山區民生東路五段,44.2年,辦公/其它,建坪 231.22,主+陽 --,3房1廳1.5衛,-1樓/7樓,"['有裝潢', '警衛管理', '具垃圾處理']","8,000"
6741,東區靜巷鑽石豪邸,台北市大安區敦化南路一段,7.2年,華廈,建坪 33.05,主+陽 --,2房2廳1衛,5樓/7樓,"['有裝潢', '警衛管理', '具垃圾處理']","4,998"
6742,低總價電梯兩房福港雅園,台北市士林區福港街,43.1年,華廈,建坪 21,主+陽 17.94,2房1廳2衛1室,6樓/6樓,"['有裝潢', '有景觀', '有陽台']","1,450"
6743,陽光二樓稀有釋出,台北市內湖區陽光街,41.4年,公寓,建坪 30.15,主+陽 30.15,3房2廳2衛,2樓/5樓,"['有裝潢', '前後陽台', '有陽台']","1,780"
6744,小巨蛋大馬路透天,台北市松山區南京東路四段,47.4年,店面/別墅/透天,建坪 207.42,主+陽 199.37,4房4廳9衛15室,1-5樓/5樓,"['有裝潢', '近公園', '近捷運']","33,800"
6745,港墘角間金店面,台北市內湖區港墘路,41.7年,店面,建坪 36.24,主+陽 --,1廳1衛,1樓/4樓,"['三角窗', '有裝潢', '無障礙空間']","4,080"
6746,大湖舒適大別墅,台北市內湖區大湖街,34.7年,別墅/透天,建坪 131.33,主+陽 87.21,5房6廳6衛,B1-3樓/3樓,"['有裝潢', '有景觀', '前後陽台']","22,800"
6747,南港站前挑高美宅,台北市南港區興華路,15.6年,華廈,建坪 32.62,主+陽 17.69,1房2廳1衛,3樓/10樓,"['有裝潢', '有陽台', '廁所開窗']","2,680"
6748,面101正兩房,台北市信義區崇德街,30.4年,華廈,建坪 17.02,主+陽 14.96,2房2廳0衛,5樓/7樓,"['有裝潢', '有景觀', '有陽台']","1,600"
6749,民生圓環建成美屋建成花園大樓,台北市松山區民生東路五段,31.5年,大樓,建坪 8.93,主+陽 7.21,1房1廳1衛,8樓/20樓,"['有裝潢', '有陽台', '警衛管理']",780
6750,稀有至善獨棟別墅,台北市士林區至善路三段,13.1年,別墅/透天,建坪 142.93,主+陽 113.09,9房2廳5衛1室,B1-2樓/2樓,"['有裝潢', '有景觀', '前後陽台']","19,800"
6751,時代廣場亮麗美屋時代廣場,台北市信義區信義路五段,23.2年,大樓,建坪 15.14,主+陽 10.2,1房1廳1衛,6樓/12樓,"['有裝潢', '房間皆有窗', '警衛管理']","1,500"
6752,宏普文華麗舍高樓,台北市中山區南京東路三段,3.2年,華廈,建坪 40.58,主+陽 16.16,1房1廳1衛,10樓/10樓,"['警衛管理', '具垃圾處理', '花園']","3,500"
6753,至善清泉歐風別墅,台北市士林區至善路二段,34.3年,別墅/透天,建坪 153.27,主+陽 119.51,4房2廳3衛4室,B1-3樓/3樓,"['有裝潢', '有陽台', '廁所開窗']","15,800"
6754,宏普DOUBLE,台北市內湖區民權東路六段,16.8年,大樓,建坪 39.19,主+陽 20.25,2房2廳0衛,9樓/12樓,"['有裝潢', '有陽台', '廁所開窗']","2,700"
6755,大直鋼骨電梯,台北市中山區樂群三路,15.2年,辦公,建坪 72.89,主+陽 31.34,1房2廳2衛,5樓/9樓,"['有裝潢', '前後陽台', '有陽台']","6,488"
6756,信義上品稀有兩房上品大樓,台北市大安區信義路四段,36.2年,大樓,建坪 19.5,主+陽 16.25,2房2廳1衛,8樓/11樓,"['有裝潢', '有陽台', '房間皆有窗']","2,250"
6757,復興市民坡機車位大安晶采,台北市大安區大安路一段,21.0年,單售車位,建坪 4.79,主+陽 --,0衛,-2樓/9樓,"['警衛管理', '具垃圾處理', '近公園']",198
6758,稀有釋出超值富台富台國宅公寓(6...,台北市信義區忠孝東路五段,31.7年,公寓,建坪 36.97,主+陽 28.46,4房2廳2衛,5樓/5樓,"['有裝潢', '廁所開窗', '房間皆有窗']","2,280"
6759,美麗的水沐青華水沐青華,台北市文山區保儀路,6.5年,大樓,建坪 69.11,主+陽 36.87,4房2廳2衛,5樓/24樓,"['毛胚屋', '有景觀', '前後陽台']","3,800"
6760,ＡＡ巨蛋國館金店,台北市大安區光復南路,51.7年,店面,建坪 41.49,主+陽 --,1廳0衛4室,1樓/6樓,"['有裝潢', '廁所開窗', '近公園']","13,800"
6761,里昂科技鋼骨A辦,台北市內湖區瑞光路,14.1年,辦公,建坪 221.04,主+陽 --,1廳0衛,3樓/12樓,"['警衛管理', '具垃圾處理', '無障礙空間']","12,278"
6762,寧波西街雙店面,台北市中正區寧波西街,32.9年,店面,建坪 129.63,主+陽 --,1廳1衛2室,B1-1樓/7樓,"['有裝潢', '廁所開窗', '近公園']","7,900"
6763,店長激推連鎖金店,台北市士林區至誠路二段,38.4年,店面,建坪 57.58,主+陽 --,3房2廳2衛4室,B1-1樓/5樓,"['有裝潢', '近公園', '近市場']","4,280"
6764,薇閣三寶華廈１樓翠宜三寶電梯華廈,台北市北投區翠宜路,25.4年,華廈,建坪 63.81,主+陽 33.78,3房2廳2衛,1樓/4樓,"['有裝潢', '有景觀', '前後陽台']","2,880"
6765,饒河夜市三角窗店,台北市松山區饒河街,86.4年,店面,建坪 15.06,主+陽 --,3廳1衛,1-1樓/1樓,"['三角窗', '有裝潢', '有景觀']","18,800"
6766,明水路．大坪商辦,台北市中山區明水路,19.3年,辦公,建坪 308.69,主+陽 166.77,15房2廳16衛,4樓/10樓,"['有裝潢', '有陽台', '廁所開窗']","22,000"
6767,水名錄&芙特家,台北市中山區明水路,13.2年,辦公,建坪 27.36,主+陽 --,2廳2衛,4樓/10樓,"['有裝潢', '廁所開窗', '警衛管理']","1,999"
6768,中正捷運雅寓,台北市中正區水源路,52.7年,公寓,建坪 16.74,主+陽 16.74,3房2廳1衛,5樓/5樓,"['有裝潢', '有景觀', '前後陽台']","1,300"
6769,收租商業用地下室,台北市大同區昌吉街,31.8年,店面,建坪 96.34,主+陽 --,1廳2衛,-1樓/5樓,"['有裝潢', '近公園', '近捷運']","1,500"
6770,ＴＯＰ松江辦公ＡTOP松江,台北市中山區松江路,24.0年,辦公,建坪 35.62,主+陽 27.28,1廳0衛,15樓/15樓,"['毛胚屋', '有景觀', '警衛管理']","2,846"
6771,捷運中山整層辦公,台北市大同區南京西路,3.9年,辦公,建坪 497.42,主+陽 282.47,1廳0衛,12樓/17樓,"['有景觀', '警衛管理', '近公園']","60,000"
6772,展宜拾秋4米2,台北市大安區浦城街,預售,華廈,建坪 17.55,主+附 --,1廳1衛,1樓/7樓,"['前後陽台', '有陽台', '房間皆有窗']","2,238"
6773,仁愛路三角窗大戶,台北市大安區仁愛路四段,48.0年,店面/辦公,建坪 87.65,主+陽 87.65,1廳2衛6室,2樓/6樓,"['有裝潢', '廁所開窗', '警衛管理']","13,800"
6774,隱士林稀有面中庭隱仕林,台北市士林區士商路,14.2年,大樓,建坪 73.97,主+陽 42.39,2房2廳2衛,6樓/13樓,"['有裝潢', '有景觀', '有陽台']","6,500"
6775,●推薦●樹與屋,台北市大安區和平東路二段,9.8年,華廈,建坪 27.5,主+陽 13.13,1房1廳1衛,3樓/7樓,"['有裝潢', '有景觀', '有陽台']","3,380"
6776,富陽街近捷運收租,台北市信義區富陽街,46.1年,公寓,建坪 20.13,主+陽 20.12,4房4衛,4樓/4樓,"['有裝潢', '有陽台', '廁所開窗']","1,680"
6777,霸景樸園實住吉實住吉,台北市北投區裕民六路,5.8年,大樓,建坪 94.86,主+陽 53.05,3房2廳2衛,14樓/14樓,"['有裝潢', '有景觀', '廁所開窗']","9,000"
6778,【誠售】總站一樓,台北市信義區信義路五段,39.4年,公寓,建坪 32.57,主+陽 --,3房2廳0衛,1樓/5樓,"['有裝潢', '廁所開窗', '房間皆有窗']","2,388"
6779,☆昆明街電梯２房,台北市萬華區昆明街,35.7年,華廈,建坪 18.44,主+陽 14.03,2房2廳2衛,6樓/9樓,"['房間皆有窗', '近公園', '近捷運']","1,350"
6780,安和邊間獨棟美屋,台北市大安區安和路二段,46.2年,公寓,建坪 45.18,主+陽 45.18,3房2廳2衛,3樓/4樓,"['有裝潢', '有陽台', '廁所開窗']","3,875"
6781,六福收租公證長約,台北市中山區南京東路一段,9.0年,大樓/其它,建坪 30.76,主+陽 14.58,1房1廳1衛,3樓/14樓,"['有陽台', '廁所開窗', '房間皆有窗']","2,628"
6782,文心日日朝南2房,台北市內湖區民權東路六段,2.4年,大樓,建坪 41.61,主+陽 17.88,2房2廳1衛,8樓/15樓,"['有裝潢', '有景觀', '有陽台']","2,650"
6783,內湖邊間美妝一樓,台北市內湖區內湖路三段,42.3年,公寓,建坪 24.11,主+陽 --,3房2廳1衛,1樓/5樓,"['有裝潢', '有陽台', '廁所開窗']","2,000"
6784,吉林捷運２樓美屋,台北市中山區吉林路,51.4年,公寓,建坪 24.15,主+陽 --,3房2廳1衛,2樓/4樓,"['有裝潢', '有陽台', '廁所開窗']","1,780"
6785,戀戀台大景觀高樓,台北市中正區羅斯福路四段,15.0年,辦公,建坪 11.44,主+陽 7.66,1房1廳1衛,12樓/15樓,"['有裝潢', '有景觀', '房間皆有窗']","1,588"
6786,北投杏林一樓美寓,台北市北投區杏林三路,42.6年,公寓,建坪 25.95,主+陽 --,2房2廳3衛,1樓/4樓,"['有裝潢', '有陽台', '廁所開窗']","1,280"
6787,成功路一樓首選,台北市南港區成功路一段,35.8年,廠房/辦公,建坪 45.14,主+陽 --,2房2廳2衛,1樓/5樓,"['有裝潢', '廁所開窗', '近公園']","1,580"
6788,●推薦●中正敦年,台北市中正區杭州南路一段,12.9年,大樓,建坪 106.18,主+陽 63.26,5房2廳4衛,14樓/14樓,"['有裝潢', '有景觀', '有陽台']","12,800"
6789,國泰一樓住辦車位,台北市中山區農安街,37.3年,辦公/華廈,建坪 47.52,主+陽 --,2房2廳2衛,1樓/7樓,"['有裝潢', '前後陽台', '有陽台']","4,157"
6790,環球財星坡機車位,台北市中山區新生北路三段,29.3年,單售車位,建坪 5.26,主+陽 --,0衛,-2樓/9樓,"['警衛管理', '近公園', '近捷運']",110
6791,ＳＯＧＯ二房美廈水仙大廈,台北市大安區忠孝東路四段,44.7年,大樓,建坪 26.29,主+陽 26.29,2房2廳2衛,10樓/12樓,"['有裝潢', '有陽台', '廁所開窗']","2,768"
6792,玻璃帷幕純辦公,台北市內湖區民權東路六段,28.0年,辦公,建坪 17.57,主+陽 13.41,1廳1衛,9樓/10樓,"['有裝潢', '有景觀', '警衛管理']","1,200"
6793,中山北路百坪辦公,台北市中山區中山北路三段,47.3年,辦公,建坪 189.56,主+陽 189.56,1廳4衛9室,2樓/7樓,"['有裝潢', '有陽台', '警衛管理']","13,888"
6794,誠售明水百坪店辦,台北市中山區明水路,19.3年,辦公/店面,建坪 304.94,主+陽 169.44,1廳0衛1室,2樓/10樓,"['有裝潢', '有陽台', '警衛管理']","23,000"
6795,急售台電捷運好物保固大樓,台北市中正區羅斯福路三段,44.5年,店面/辦公,建坪 32.81,主+陽 --,2廳0衛,B1-1樓/12樓,"['有裝潢', '有景觀', '房間皆有窗']","4,790"
6796,松江商務金雞母松林大廈,台北市中山區錦州街,40.7年,辦公,建坪 51.53,主+陽 --,1廳2衛9室,3樓/12樓,"['有裝潢', '警衛管理', '具垃圾處理']","2,880"
6797,大橋頭站旁大三房,台北市大同區景化街,37.3年,華廈/辦公,建坪 50.56,主+陽 43.92,3房2廳2.5衛1室,3樓/7樓,"['有裝潢', '有陽台', '廁所開窗']","2,988"
6798,民族美寓大空間,台北市松山區民族東路,45.7年,公寓,建坪 25.91,主+陽 25.91,3房1廳2衛,4樓/4樓,"['有裝潢', '有景觀', '廁所開窗']","1,700"
6799,捷運電梯採光三房,台北市中正區金門街,32.3年,大樓,建坪 41.06,主+陽 38.05,3房2廳2衛,3樓/12樓,"['有裝潢', '有景觀', '有陽台']","2,796"
6800,天母綠庭溫馨美屋,台北市士林區士東路,32.5年,公寓,建坪 37.31,主+陽 35.48,3房2廳2衛,4-5樓/5樓,"['警衛管理', '近公園', '近學校']","2,580"
6801,Ｉｃｏｍｅ車位,台北市內湖區新明路,12.7年,單售車位,建坪 10.19,主+陽 --,0衛,-2樓/12樓,"['有裝潢', '警衛管理', '具垃圾處理']",200
6802,中山北靜巷美廈,台北市中山區中山北路一段,26.5年,華廈,建坪 29.14,主+陽 11.84,1房1廳1衛,3樓/5樓,"['有裝潢', '有陽台', '警衛管理']","1,568"
6803,美妍家青年高質感,台北市中山區中山北路二段,15.4年,套房/大樓,建坪 12.9,主+陽 --,1廳0衛,3樓/12樓,"['有裝潢', '有景觀', '房間皆有窗']","1,500"
6804,正八德路面寬店面東方,台北市松山區八德路四段,37.2年,店面,建坪 66.43,主+陽 --,2廳1衛,1樓/7樓,"['有裝潢', '近公園', '近捷運']","5,880"
6805,晶華高樓美裝三房,台北市中山區林森北路,43.9年,大樓,建坪 23.46,主+陽 --,3房2廳1衛,7樓/12樓,"['有裝潢', '有景觀', '警衛管理']","1,480"
6806,摩根高樓美套房台北摩根,台北市松山區南京東路五段,11.7年,大樓/套房,建坪 15.89,主+陽 10.46,1房1廳1衛,16樓/18樓,"['有裝潢', '有陽台', '警衛管理']","1,590"
6807,士林捷運低總公寓,台北市士林區福德路,55.5年,公寓,建坪 21.76,主+陽 --,3房3衛,2樓/2樓,"['有裝潢', '近公園', '近捷運']","1,880"
6808,奇岩電梯華廈兩房,台北市北投區公館路,6.0年,華廈,建坪 31.04,主+陽 17.82,2房2廳2衛,2樓/5樓,"['有景觀', '有陽台', '房間皆有窗']","1,988"
6809,鴻福後棟安靜不吵鴻福大廈,台北市中正區和平西路一段,38.8年,大樓/辦公,建坪 32.54,主+陽 26.17,3房2廳2衛,3樓/12樓,"['有裝潢', '有陽台', '房間皆有窗']","2,450"
6810,西門昆明時尚裝潢,台北市萬華區昆明街,24.8年,辦公,建坪 38.43,主+陽 23.87,2房2廳2衛,8樓/10樓,"['有裝潢', '有景觀', '廁所開窗']","2,980"
6811,富貴明亮美廈,台北市大安區建國南路一段,37.1年,華廈,建坪 28.41,主+陽 24.66,2房2廳1衛,5樓/7樓,"['有裝潢', '有陽台', '廁所開窗']","3,400"
6812,劍潭捷運A級廠辦,台北市士林區大南路,30.6年,辦公/廠房,建坪 213.73,主+陽 133.23,2廳0衛12室,7樓/9樓,"['有景觀', '廁所開窗', '警衛管理']","9,800"
6813,一層一戶公園美寓,台北市中山區合江街,41.1年,公寓,建坪 49.79,主+陽 49.79,4房2廳3衛,4樓/5樓,"['有裝潢', '有景觀', '前後陽台']","3,200"
6814,華固鼎苑霸氣豪邸華固鼎苑,台北市中山區吉林路,9.6年,大樓,建坪 157.01,主+陽 68.22,5房2廳4衛,6樓/14樓,"['有裝潢', '警衛管理', '具垃圾處理']","14,988"
6815,三面採光達麗信義達麗信義,台北市信義區忠孝東路五段,5.3年,大樓,建坪 41.5,主+陽 15.95,2房2廳1衛,6樓/11樓,"['有裝潢', '有景觀', '有陽台']","3,880"
6816,麗池卡登明亮宅,台北市中山區林森北路,13.0年,華廈,建坪 16.25,主+陽 9.83,1廳1衛,4樓/7樓,"['有裝潢', '有景觀', '有陽台']","1,150"
6817,內湖質感美裝廠辦,台北市內湖區民善街,11.0年,辦公/廠房,建坪 116.08,主+陽 --,1廳0衛6室,2樓/7樓,"['有裝潢', '廁所開窗', '警衛管理']","5,229"
6818,金矽谷景觀廠辦,台北市內湖區瑞湖街,11.2年,辦公/廠房,建坪 395.81,主+陽 --,2廳0衛8室,5樓/5樓,"['有裝潢', '有景觀', '廁所開窗']","17,680"
6819,達永。秋鄉Ａ３,台北市大安區臥龍街,預售,大樓,建坪 44.82,主+附 24.39,3房2廳2衛,2樓/14樓,"['有陽台', '廁所開窗', '房間皆有窗']","3,240"
6820,大安秘蜜小豪宅１,台北市大安區安和路二段,預售,華廈,建坪 18.49,主+附 9.19,1廳0衛,5樓/7樓,"['有陽台', '廁所開窗', '房間皆有窗']","2,280"
6821,士林夜市人潮金店海洋館,台北市士林區基河路,24.3年,店面,建坪 15.74,主+陽 13.99,1廳1衛1室,1樓/11樓,"['警衛管理', '近公園', '近捷運']","5,980"
6822,貝森高樓美邸貝森朵夫,台北市中山區復興北路,9.5年,大樓,建坪 137.09,主+陽 66.48,1廳0衛,11樓/14樓,"['毛胚屋', '有景觀', '前後陽台']","14,248"
6823,永春高樓ＭＯＭＡ,台北市信義區忠孝東路五段,16.2年,辦公,建坪 9.92,主+陽 6.52,1廳1衛,10樓/11樓,"['有裝潢', '有景觀', '房間皆有窗']","1,498"
6824,遠雄後棟邊間雅邸,台北市中山區建國北路二段,14.4年,大樓,建坪 38.67,主+陽 15.31,1房2廳1衛1室,7樓/14樓,"['有裝潢', '有景觀', '廁所開窗']","2,280"
6825,遠企挑高精美裝潢,台北市大安區和平東路三段,16.7年,大樓,建坪 9.77,主+陽 6.39,1廳1衛,5樓/12樓,"['有裝潢', '有景觀', '前後陽台']","1,280"
6826,內湖一樓機能店住金華樓-東湖路,台北市內湖區東湖路,35.6年,店面/公寓,建坪 35.64,主+陽 --,3房2廳2衛,1樓/5樓,"['有裝潢', '房間皆有窗']","3,161"
6827,大安收租置產首選,台北市大安區和平東路三段,43.7年,公寓,建坪 24.88,主+陽 24.88,2房2廳2衛,4樓/4樓,"['有裝潢', '有景觀', '前後陽台']","2,180"
6828,稀有低總獨棟透天,台北市大安區通化街,59.6年,別墅/透天,建坪 21.09,主+陽 --,2房2廳3衛,1-2樓/2樓,"['有裝潢', '有陽台', '廁所開窗']","3,880"
6829,羅斯福大空間美屋,台北市文山區萬盛街,4.3年,華廈,建坪 34.86,主+陽 --,2房2廳2衛,5樓/8樓,"['有景觀', '有陽台', '廁所開窗']","2,650"
6830,大直觀河舒適二房大直觀河,台北市中山區堤頂大道二段,13.5年,大樓,建坪 47.38,主+陽 32.79,2房2廳2衛1室,5樓/11樓,"['有裝潢', '有景觀', '有陽台']","5,590"
6831,松江明珠大車位松江明珠,台北市中山區松江路,12.1年,單售車位,建坪 0.68,主+陽 --,0衛,1樓/11樓,"['有裝潢', '有景觀', '警衛管理']",170
6832,正松江路小資套房嘉正大樓,台北市中山區松江路,37.4年,辦公/大樓,建坪 8.96,主+陽 --,1房1衛,6樓/12樓,"['有裝潢', '有陽台', '房間皆有窗']",700
6833,康和城品稀有釋出,台北市內湖區金湖路,21.4年,大樓,建坪 122.8,主+陽 75.26,5房2廳3衛1室,8樓/14樓,"['有裝潢', '有景觀', '廁所開窗']","9,588"
6834,稀有和平東路店面富祥大廈,台北市信義區和平東路三段,36.8年,店面/大樓,建坪 25.93,主+陽 --,1房1廳1衛1室,1樓/12樓,"['廁所開窗', '房間皆有窗', '警衛管理']","2,980"
6835,萬芳低總價三房,台北市文山區興隆路三段,37.3年,公寓,建坪 25.03,主+陽 22.75,3房2廳1.5衛,4樓/5樓,"['有裝潢', '有陽台', '房間皆有窗']","1,030"
6836,合江滿滿收租寶,台北市中山區合江街,50.5年,套房,建坪 28.25,主+陽 28.25,3房1廳3衛,4樓/4樓,"['有裝潢', '前後陽台', '有陽台']","2,230"
6837,【安泰】公寓一樓,台北市內湖區安泰街,36.5年,公寓,建坪 24.85,主+陽 --,3房2廳1衛,1樓/5樓,"['有裝潢', '前後陽台', '有陽台']","1,600"
6838,巴哈爵士美麗庭院,台北市內湖區成功路五段,20.3年,華廈,建坪 77.02,主+陽 41.27,4房2廳1衛,1樓/6樓,"['有裝潢', '廁所開窗', '近捷運']","4,680"
6839,ＴＯＰ松江辦公ＢTOP松江,台北市中山區松江路,24.0年,辦公,建坪 44.86,主+陽 32.31,1廳0衛,15樓/15樓,"['毛胚屋', '有景觀', '警衛管理']","3,584"
6840,布拉格坡平車位捷運布拉格,台北市北投區大度路三段,12.2年,單售車位,建坪 10.6,主+陽 --,0衛,-1樓/14樓,"['警衛管理', '具垃圾處理', '健身房']",120
6841,太平洋３房附車位,台北市中正區汀州路一段,預售,大樓,建坪 57.19,主+附 32.28,3房2廳2衛,2樓/23樓,"['有陽台', '廁所開窗', '房間皆有窗']","3,680"
6842,有車位joyce,台北市信義區松信路,預售,大樓,建坪 14.51,主+附 6.16,1房1廳1衛,4樓/12樓,"['有裝潢', '有景觀', '有陽台']","1,350"
6843,忠泰值發發樓F戶,台北市中正區忠孝東路一段,預售,套房/大樓,建坪 15.86,主+附 10.17,1房1廳1衛,8樓/12樓,"['有景觀', '有陽台', '房間皆有窗']","2,358"
6844,西寧北小品美,台北市大同區西寧北路,43.2年,華廈/辦公,建坪 12.72,主+陽 10.07,1廳0衛,7樓/10樓,"['警衛管理', '無障礙空間', '近公園']",898
6845,市府稀有庭院大戶品信義,台北市信義區永吉路,10.3年,華廈/辦公,建坪 75.63,主+陽 --,2房1衛,1樓/9樓,"['三角窗', '有裝潢', '有陽台']","8,800"
6846,奇岩公園芳鄰美廈,台北市北投區公館路,6.5年,華廈,建坪 22.09,主+陽 12.71,1房1廳1衛,2樓/7樓,"['有裝潢', '有陽台', '廁所開窗']","1,388"
6847,士林黃金店面,台北市士林區福港街,45.3年,店面/公寓,建坪 34.04,主+陽 --,1房1廳2衛,1樓/4樓,"['有陽台', '近公園', '近市場']","3,500"
6848,中正鼎盧景觀花園中正鼎廬,台北市中正區愛國東路,33.1年,大樓,建坪 92.91,主+陽 68.93,4房4廳4衛,12樓/12樓,"['有裝潢', '有景觀', '廁所開窗']","12,000"
6849,臨江夜市稀有透天,台北市大安區臨江街,43.0年,店面/別墅/透天,建坪 50.89,主+陽 49.03,2房4廳4衛,1-4樓/4樓,"['廁所開窗', '近公園', '近捷運']","6,300"
6850,正西藏路小店面,台北市萬華區西藏路,45.6年,店面,建坪 9.18,主+陽 --,2廳0衛,1樓/5樓,"['有裝潢', '近公園', '近捷運']","1,480"
6851,國家企業大樓車位,台北市松山區南京東路五段,26.8年,單售車位,建坪 9.77,主+陽 --,0衛,-5樓/16樓,"['警衛管理', '具垃圾處理', '近公園']",320
6852,ＳＯＧＯ旁金店,台北市大安區忠孝東路四段,51.2年,店面/辦公,建坪 46.94,主+陽 --,3房2廳2衛1室,4樓/12樓,"['有裝潢', '有景觀', '廁所開窗']","6,200"
6853,【推】信義路店面,台北市信義區信義路六段,38.2年,店面/公寓,建坪 32.93,主+陽 --,1廳0衛,1樓/5樓,"['有裝潢', '近公園', '近捷運']","4,988"
6854,樟新近河堤大一樓,台北市文山區樟新街,28.4年,華廈,建坪 80.41,主+陽 --,7房7衛,B1-1樓/8樓,"['有裝潢', '前後陽台', '有陽台']","3,880"
6855,萬隆捷運公寓好屋,台北市文山區羅斯福路五段,40.9年,公寓,建坪 36.07,主+陽 36.07,2房2廳2衛,5樓/5樓,"['有裝潢', '有景觀', '前後陽台']","2,100"
6856,新東京投資聖品新東京宅,台北市中山區南京東路二段,10.3年,大樓,建坪 15.85,主+陽 10.12,1房1廳1衛,5樓/18樓,"['有裝潢', '有景觀', '有陽台']","1,528"
6857,敬業一路玲瓏參樓,台北市中山區敬業一路,16.2年,辦公,建坪 91.25,主+陽 54.49,3房1廳4衛,3樓/7樓,"['有裝潢', '有景觀', '有陽台']","7,388"
6858,名人巷面寬金店面愛福園,台北市大安區仁愛路四段,37.1年,店面,建坪 74.42,主+陽 --,3房3廳2衛,B1-1樓/7樓,"['三角窗', '有裝潢', '有陽台']","12,800"
6859,翠山街庭院一樓,台北市士林區翠山街,45.0年,公寓,建坪 31.38,主+陽 --,3房2廳1衛,1樓/4樓,"['有景觀', '有陽台', '廁所開窗']","2,380"
6860,敦南安和遠企店面,台北市大安區安和路二段,39.7年,店面,建坪 34.45,主+陽 --,2廳1衛,1樓/12樓,"['有裝潢', '有景觀', '有陽台']","7,480"
6861,【專營】信義之星信義之星,台北市信義區松智路,18.3年,大樓,建坪 146.19,主+陽 88.9,5房2廳4衛1室,1樓/14樓,"['有裝潢', '有陽台', '廁所開窗']","36,800"
6862,維多利亞美學嘉醴,台北市內湖區金莊路,9.0年,其它,建坪 56.73,主+陽 26.94,2房2廳2衛,5樓/11樓,"['有裝潢', '有景觀', '有陽台']","3,380"
6863,北市一樓美寓,台北市北投區稻香路,39.0年,公寓,建坪 28.89,主+陽 --,3房2廳2衛,1樓/4樓,"['有裝潢', '近公園', '近市場']","1,380"
6864,中山國小捷運店辦,台北市中山區民權東路二段,44.4年,店面/辦公,建坪 42.64,主+陽 --,3房1廳0衛,2樓/7樓,"['三角窗', '有裝潢', '警衛管理']","3,400"
6865,文心稀有後棟釋出文心AIT,台北市內湖區金湖路,8.1年,大樓,建坪 101.95,主+陽 42.29,4房2廳2衛,8樓/22樓,"['有裝潢', '有景觀', '有陽台']","8,600"
6866,【收租】摩根２房台北摩根,台北市松山區南京東路五段,11.7年,大樓,建坪 24.42,主+陽 16.11,2房1廳1衛,6樓/18樓,"['有景觀', '有陽台', '警衛管理']","2,688"
6867,士林捷運囍堂車位一邸,台北市士林區文林路,7.8年,單售車位,建坪 0.37,主+陽 --,0衛,1樓/13樓,"['前後陽台', '有陽台', '廁所開窗']",200
